Row,Parent Feature Summary,Original Work Alignment,Original Work Category,Story Summary,Original Classification,WAF Run/Change,WAF Color,WAF Category,WAF Sub-Category,Confidence,Classification Rationale
671,Migrated Delivery,Green,Maintenance,Address technical debt introduced during migration as part of ongoing maintenance activities,Business Maintenance,Run,BLACK,Business Maintenance,Process support changes,HIGH,Pre-classified as Business Maintenance
672,SRE Delivery: Chaos Engineering,Red,Continuous Improvement,Refine chaos experiment execution and rollback mechanisms to drive continuous improvement,,Run,GRAY,KTLO (Keep the Lights On),Reliability operations,MEDIUM,SRE + Red (high-priority operational) → KTLO
673,Migrated Delivery,Black,Continuous Improvement,Stabilize workloads following platform migration to drive continuous improvement,,Run,BLACK,Technical Maintenance,Platform upgrades,HIGH,Migrated + Black → Technical Maintenance
674,Security & Vulnerability Management,Red,Continuous Improvement,Harden service configurations based on security findings to drive continuous improvement,,Run,GRAY,KTLO (Keep the Lights On),Security operations,MEDIUM,Security + Red (high-priority operational) → KTLO
675,SRE Delivery: Chaos Engineering,Green,Maintenance,Stabilize fault injection scenarios for distributed services as part of ongoing maintenance activities,Technical Maintenance,Run,BLACK,Technical Maintenance,Reliability improvement,HIGH,Pre-classified as Technical Maintenance
676,SRE Delivery: Chaos Engineering,Green,Production Support,Refine chaos experiment execution and rollback mechanisms to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Operational support,HIGH,Production Support work category → KTLO
677,Security & Vulnerability Management,Yellow,Business Functionality,Remediate identified vulnerabilities in shared services to enable required business functionality,,Run,RED,Regulatory (Operational),Compliance operations,MEDIUM,Security + regulatory signals → Regulatory Operational
678,Acquisitions ART Production Support,Green,Enablers,Resolve operational issues affecting downstream integrations to unblock dependent teams,,Run,BLACK,Business Maintenance,Process support changes,MEDIUM,Acquisitions + Green → Business Maintenance
679,Migrated Delivery,Black,Continuous Improvement,Address technical debt introduced during migration to drive continuous improvement,,Run,BLACK,Technical Maintenance,Tech debt reduction,HIGH,Migrated + Black → Technical Maintenance
680,SRE Delivery: Chaos Engineering,Green,Maintenance,Refine chaos experiment execution and rollback mechanisms as part of ongoing maintenance activities,Technical Maintenance,Run,BLACK,Technical Maintenance,Reliability improvement,HIGH,Pre-classified as Technical Maintenance
681,Migrated Delivery,Green,Business Functionality,Resolve post-migration defects impacting service delivery to enable required business functionality,,Run,BLACK,Technical Maintenance,Platform upgrades,MEDIUM,Migrated + Green → Technical Maintenance
682,Acquisitions ART Production Support,Green,Continuous Improvement,Address production support gaps impacting acquisition flows to drive continuous improvement,,Change,GREEN,Other Blocked Priority,Acquisition improvements,MEDIUM,Acquisitions + Green + CI → Other Blocked Priority
683,SRE Delivery: Chaos Engineering,Red,Continuous Improvement,Stabilize fault injection scenarios for distributed services to drive continuous improvement,,Run,GRAY,KTLO (Keep the Lights On),Reliability operations,MEDIUM,SRE + Red (high-priority operational) → KTLO
684,Migrated Delivery,Black,Production Support,Resolve post-migration defects impacting service delivery to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Operational support,HIGH,Production Support work category → KTLO
685,Acquisitions ART Production Support,Yellow,Maintenance,Stabilize acquisition-related batch processing as part of ongoing maintenance activities,Business Maintenance,Run,BLACK,Business Maintenance,Process support changes,HIGH,Pre-classified as Business Maintenance
686,Acquisitions ART Production Support,Orange,Enablers,Stabilize acquisition-related batch processing to unblock dependent teams,,Change,ORANGE,Enterprise Strategic Priority,Acquisition integration,MEDIUM,Acquisitions + Orange → Enterprise Strategic
687,Migrated Delivery,Red,Production Support,Resolve post-migration defects impacting service delivery to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Operational support,HIGH,Production Support work category → KTLO
688,Security & Vulnerability Management,Orange,Enablers,Update security scanning rules and suppression logic to unblock dependent teams,,Change,ORANGE,Enterprise Strategic Priority,Security infrastructure,MEDIUM,Security + Orange → Enterprise Strategic
689,Acquisitions ART Production Support,Red,Enablers,Address production support gaps impacting acquisition flows to unblock dependent teams,,Run,GRAY,KTLO (Keep the Lights On),Acquisition operations,MEDIUM,Acquisitions + Red → KTLO
690,Acquisitions ART Production Support,Orange,Business Functionality,Address production support gaps impacting acquisition flows to enable required business functionality,,Change,ORANGE,Enterprise Strategic Priority,Acquisition integration,MEDIUM,Acquisitions + Orange → Enterprise Strategic
691,Acquisitions ART Production Support,Black,Enablers,Stabilize acquisition-related batch processing to unblock dependent teams,,Run,BLACK,Business Maintenance,Process support changes,MEDIUM,Acquisitions + Black → Business Maintenance
692,Migrated Delivery,Green,Maintenance,Address technical debt introduced during migration as part of ongoing maintenance activities,Business Maintenance,Run,BLACK,Business Maintenance,Process support changes,HIGH,Pre-classified as Business Maintenance
693,SRE Delivery: Chaos Engineering,Orange,Enablers,Stabilize fault injection scenarios for distributed services to unblock dependent teams,,Change,ORANGE,Enterprise Strategic Priority,Reliability engineering,MEDIUM,SRE + Orange → Enterprise Strategic
694,SRE Delivery: Chaos Engineering,Red,Production Support,Refine chaos experiment execution and rollback mechanisms to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Operational support,HIGH,Production Support work category → KTLO
695,Acquisitions ART Production Support,Green,Continuous Improvement,Stabilize acquisition-related batch processing to drive continuous improvement,,Change,GREEN,Other Blocked Priority,Acquisition improvements,MEDIUM,Acquisitions + Green + CI → Other Blocked Priority
696,Security & Vulnerability Management,Black,Business Functionality,Update security scanning rules and suppression logic to enable required business functionality,,Run,BLACK,Technical Maintenance,Security hardening,MEDIUM,Security + Black → Technical Maintenance
697,Continuous Improvement Feature,Red,Maintenance,Improve observability and logging standards as part of ongoing maintenance activities,Technical Maintenance,Run,BLACK,Technical Maintenance,Observability,HIGH,Pre-classified as Technical Maintenance
698,Migrated Delivery,Green,Continuous Improvement,Resolve post-migration defects impacting service delivery to drive continuous improvement,,Change,GREEN,Other Blocked Priority,Post-migration improvements,MEDIUM,Migrated + Green + CI → Other Blocked Priority
699,Migrated Delivery,Yellow,Enablers,Address technical debt introduced during migration to unblock dependent teams,,Change,YELLOW,Top Divisional Priority,Migration completion,MEDIUM,Migrated + Yellow + improvement → Divisional Priority
700,Migrated Delivery,Orange,Production Support,Resolve post-migration defects impacting service delivery to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Operational support,HIGH,Production Support work category → KTLO
701,Acquisitions ART Production Support,Black,Continuous Improvement,Stabilize acquisition-related batch processing to drive continuous improvement,,Run,BLACK,Business Maintenance,Process support changes,MEDIUM,Acquisitions + Black → Business Maintenance
702,Migrated Delivery,Green,Continuous Improvement,Address technical debt introduced during migration to drive continuous improvement,,Change,GREEN,Other Blocked Priority,Post-migration improvements,MEDIUM,Migrated + Green + CI → Other Blocked Priority
703,Migrated Delivery,Red,Maintenance,Resolve post-migration defects impacting service delivery as part of ongoing maintenance activities,Business Maintenance,Run,BLACK,Business Maintenance,Process support changes,HIGH,Pre-classified as Business Maintenance
704,Migrated Delivery,Yellow,Production Support,Address technical debt introduced during migration to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Operational support,HIGH,Production Support work category → KTLO
705,Migrated Delivery,Red,Continuous Improvement,Address technical debt introduced during migration to drive continuous improvement,,Run,GRAY,KTLO (Keep the Lights On),Post-migration stabilization,MEDIUM,Migrated + Red → KTLO
706,SRE Delivery: Chaos Engineering,Black,Enablers,Refine chaos experiment execution and rollback mechanisms to unblock dependent teams,,Run,BLACK,Technical Maintenance,Reliability improvement,HIGH,SRE + Black → Technical Maintenance
707,SRE Delivery: Chaos Engineering,Orange,Maintenance,Stabilize fault injection scenarios for distributed services as part of ongoing maintenance activities,Technical Maintenance,Run,BLACK,Technical Maintenance,Reliability improvement,HIGH,Pre-classified as Technical Maintenance
708,Continuous Improvement Feature,Red,Enablers,Improve observability and logging standards to unblock dependent teams,,Run,GRAY,KTLO (Keep the Lights On),Operational improvement,MEDIUM,CI Feature + Red → KTLO (urgent operational)
